ID,PU,Godina,Prijavljeno,Razrijeseno,Kategorija,Glava,KaznenoDjelo,Tocka,NN,RegistarVerzija,Clanak
"5507","Ukupno RH","2012","1","1","Kaznena djela protiv javnog reda","24","Nedozvoljeno obavljanje istra�iva�kih radova i prisvajanje kulturnog dobra","326.3","110/97","2011-2012","326"
"5508","Ukupno RH","2012","12","11","Kaznena djela protiv javnog reda","24","La�no predstavljanje","328.1","110/97","2011-2012","328"
"5509","Ukupno RH","2012","1","1","Kaznena djela protiv javnog reda","24","Samovlast","329.2","110/97","2011-2012","329"
"5510","Ukupno RH","2012","42","42","Kaznena djela protiv javnog reda","24","Protupravna naplata","330.1","110/97","2011-2012","330"
"5511","Ukupno RH","2012","29","30","Kaznena djela protiv javnog reda","24","Protupravna naplata","330.2","110/97","2011-2012","330"
"5512","Ukupno RH","2012","10","10","Kaznena djela protiv javnog reda","24","Protupravna naplata","330.3","110/97","2011-2012","330"
"5513","Ukupno RH","2012","2","2","Kaznena djela protiv javnog reda","24","Protupravna naplata","330.4","110/97","2011-2012","330"
"5514","Ukupno RH","2012","1","1","Kaznena djela protiv javnog reda","24","Protupravna naplata","330.5","110/97","2011-2012","330"
"5515","Ukupno RH","2012","99","97","Kaznena djela protiv javnog reda","24","Nasilni�ko pona�anje","331.","110/97","2011-2012","331"
"5516","Ukupno RH","2012","25","23","Kaznena djela protiv javnog reda","24","Nasilni�ko pona�anje","331.2","110/97","2011-2012","331"
"5517","Ukupno RH","2012","16","16","Kaznena djela protiv javnog reda","24","Dogovor za po�injenje kaznenog djela","332.","110/97","2011-2012","332"
"5518","Ukupno RH","2012","18","18","Kaznena djela protiv javnog reda","24","Udru�ivanje za po�injenje kaznenih djela","333.1","110/97","2011-2012","333"
"5519","Ukupno RH","2012","9","9","Kaznena djela protiv javnog reda","24","Udru�ivanje za po�injenje kaznenih djela","333.3","110/97","2011-2012","333"
"5520","Ukupno RH","2012","1","1","Kaznena djela protiv javnog reda","24","Izradba i nabavljanje oru�ja i sredstava namijenjenih po�injenju kaznenog djela","334.1","110/97","2011-2012","334"
"5521","Ukupno RH","2012","16","16","Kaznena djela protiv javnog reda","24","Izradba i nabavljanje oru�ja i sredstava namijenjenih po�injenju kaznenog djela","334.2","110/97","2011-2012","334"
"5522","Ukupno RH","2012","379","378","Kaznena djela protiv javnog reda","24","Nedozvoljeno posjedovanje oru�ja i eksplozivnih tvari","335.1","110/97","2011-2012","335"
"5523","Ukupno RH","2012","105","105","Kaznena djela protiv javnog reda","24","Nedozvoljeno posjedovanje oru�ja i eksplozivnih tvari","335.2","110/97","2011-2012","335"
"5524","Ukupno RH","2012","43","43","Kaznena djela protiv slu�bene du�nosti","25","Zlouporaba polo�aja i ovlasti","337.2","110/97","2011-2012","337"
"5525","Ukupno RH","2012","158","158","Kaznena djela protiv slu�bene du�nosti","25","Zlouporaba polo�aja i ovlasti","337.3","110/97","2011-2012","337"
"5526","Ukupno RH","2012","402","402","Kaznena djela protiv slu�bene du�nosti","25","Zlouporaba polo�aja i ovlasti","337.4","110/97","2011-2012","337"
"5527","Ukupno RH","2012","1","1","Kaznena djela protiv slu�bene du�nosti","25","Zlouporaba obavljanja du�nosti dr�avne vlasti","338.","110/97","2011-2012","338"
"5528","Ukupno RH","2012","12","12","Kaznena djela protiv slu�bene du�nosti","25","Nesavjestan rad u slu�bi","339.","110/97","2011-2012","339"
"5529","Ukupno RH","2012","1","1","Kaznena djela protiv slu�bene du�nosti","25","Protuzakonito posredovanje","343.1","110/97","2011-2012","343"
"5530","Ukupno RH","2012","26","26","Kaznena djela protiv slu�bene du�nosti","25","Prijevara u slu�bi","344.1","110/97","2011-2012","344"
"5531","Ukupno RH","2012","3","3","Kaznena djela protiv slu�bene du�nosti","25","Prijevara u slu�bi","344.2","110/97","2011-2012","344"
"5532","Ukupno RH","2012","19","19","Kaznena djela protiv slu�bene du�nosti","25","Prijevara u slu�bi","344.3","110/97","2011-2012","344"
"5533","Ukupno RH","2012","267","265","Kaznena djela protiv slu�bene du�nosti","25","Pronevjera","345.1","110/97","2011-2012","345"
"5534","Ukupno RH","2012","12","12","Kaznena djela protiv slu�bene du�nosti","25","Pronevjera","345.2","110/97","2011-2012","345"
"5535","Ukupno RH","2012","70","68","Kaznena djela protiv slu�bene du�nosti","25","Pronevjera","345.3","110/97","2011-2012","345"
"5536","Ukupno RH","2012","15","15","Kaznena djela protiv slu�bene du�nosti","25","Neovla�tena uporaba","346.","110/97","2011-2012","346"
"5537","Ukupno RH","2012","84","84","Kaznena djela protiv slu�bene du�nosti","25","Primanje mita","347.1","110/97","2011-2012","347"
"5538","Ukupno RH","2012","111","110","Kaznena djela protiv slu�bene du�nosti","25","Primanje mita","347.2","110/97","2011-2012","347"
"5539","Ukupno RH","2012","1","1","Kaznena djela protiv slu�bene du�nosti","25","Primanje mita","347.3","110/97","2011-2012","347"
"5540","Ukupno RH","2012","90","89","Kaznena djela protiv slu�bene du�nosti","25","Davanje mita","348.1","110/97","2011-2012","348"
"5541","Ukupno RH","2012","113","112","Kaznena djela protiv slu�bene du�nosti","25","Davanje mita","348.2","110/97","2011-2012","348"
"5542","Ukupno RH","2012","8","8","Kaznena djela protiv slu�bene du�nosti","25","Protuzakonita naplata i isplata","350.","110/97","2011-2012","350"
"5543","Ukupno RH","2012","3","3","Kaznena djela protiv slu�bene du�nosti","25","Odavanje slu�bene tajne","351.1","110/97","2011-2012","351"
"5544","Ukupno RH","2012","202","202","OSTALO","0","OSTALO","OSTALO","N/A","2011-2012","OSTALO"
"5545","PU BJELOVARSKO-BILOGORSKA","2013","0","1","Kaznena djela protiv �ovje�nosti i ljudskog dostojanstva","9","Trgovanje ljudima","106.1","125/11","2013-2014","106"
"5546","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv �ivota i tijela","10","Te�ko ubojstvo","111.6","144/12","2013-2014","111"
"5547","PU BJELOVARSKO-BILOGORSKA","2013","34","34","Kaznena djela protiv �ivota i tijela","10","Tjelesna ozljeda","117.2","144/12","2013-2014","117"
"5548","PU BJELOVARSKO-BILOGORSKA","2013","8","9","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda","118.1","144/12","2013-2014","118"
"5549","PU BJELOVARSKO-BILOGORSKA","2013","7","7","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda","118.2","144/12","2013-2014","118"
"5550","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv �ivota i tijela","10","Osobito te�ka tjelesna ozljeda","119.1","144/12","2013-2014","119"
"5551","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda iz nehaja","121.1","125/11","2013-2014","121"
"5552","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv �ivota i tijela","10","Nepru�anje pomo�i","123.2","125/11","2013-2014","123"
"5553","PU BJELOVARSKO-BILOGORSKA","2013","3","3","Kaznena djela protiv osobne slobode","13","Prijetnja","139.1","144/12","2013-2014","139"
"5554","PU BJELOVARSKO-BILOGORSKA","2013","116","115","Kaznena djela protiv osobne slobode","13","Prijetnja","139.2","144/12","2013-2014","139"
"5555","PU BJELOVARSKO-BILOGORSKA","2013","18","18","Kaznena djela protiv osobne slobode","13","Prijetnja","139.3","144/12","2013-2014","139"
"5556","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv osobne slobode","13","Prijetnja","139.4","144/12","2013-2014","139"
"5557","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv privatnosti","14","Neovla�teno slikovno snimanje","144.1","125/11","2013-2014","144"
"5558","PU BJELOVARSKO-BILOGORSKA","2013","3","3","Kaznena djela protiv spolne slobode","16","Bludne radnje","155.2","125/11","2013-2014","155"
"5559","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Spolna zlouporaba djeteta mla�eg od petnaest godina","158.5","144/12","2013-2014","158"
"5560","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Spolna zlouporaba djeteta mla�eg od petnaest godina","158.6","144/12","2013-2014","158"
"5561","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv braka, obitelji i djece","18","Omogu�avanje izvanbra�nog �ivota s djetetom","170.1","125/11","2013-2014","170"
"5562","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv braka, obitelji i djece","18","Omogu�avanje izvanbra�nog �ivota s djetetom","170.2","125/11","2013-2014","170"
"5563","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv braka, obitelji i djece","18","Povreda du�nosti uzdr�avanja","172.1","125/11","2013-2014","172"
"5564","PU BJELOVARSKO-BILOGORSKA","2013","11","11","Kaznena djela protiv braka, obitelji i djece","18","Povreda du�nosti uzdr�avanja","172.2","125/11","2013-2014","172"
"5565","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv braka, obitelji i djece","18","Oduzimanje djeteta","174.1","125/11","2013-2014","174"
"5566","PU BJELOVARSKO-BILOGORSKA","2013","26","26","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.1","144/12","2013-2014","177"
"5567","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.3","144/12","2013-2014","177"
"5568","PU BJELOVARSKO-BILOGORSKA","2013","13","13","Kaznena djela protiv zdravlja ljudi","19","Nesavjesno lije�enje","181.1","125/11","2013-2014","181"
"5569","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv zdravlja ljudi","19","Nesavjesno lije�enje","181.2","125/11","2013-2014","181"
"5570","PU BJELOVARSKO-BILOGORSKA","2013","2","1","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.1","144/12","2013-2014","190"
"5571","PU BJELOVARSKO-BILOGORSKA","2013","9","9","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.2","144/12","2013-2014","190"
"5572","PU BJELOVARSKO-BILOGORSKA","2013","26","26","Kaznena djela protiv zdravlja ljudi","19","Omogu�avanje tro�enja droga","191.1","144/12","2013-2014","191"
"5573","PU BJELOVARSKO-BILOGORSKA","2013","5","5","Kaznena djela protiv zdravlja ljudi","19","Omogu�avanje tro�enja droga","191.2","144/12","2013-2014","191"
"5574","PU BJELOVARSKO-BILOGORSKA","2013","12","5","Kaznena djela protiv okoli�a","20","Protuzakoniti lov i ribolov","204.1","125/11","2013-2014","204"
"5575","PU BJELOVARSKO-BILOGORSKA","2013","5","0","Kaznena djela protiv okoli�a","20","Protuzakoniti lov i ribolov","204.2","125/11","2013-2014","204"
"5576","PU BJELOVARSKO-BILOGORSKA","2013","4","3","Kaznena djela protiv okoli�a","20","Ubijanje ili mu�enje �ivotinja","205.1","125/11","2013-2014","205"
"5577","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv okoli�a","20","Nesavjesno pru�anje veterinarske pomo�i","208.","125/11","2013-2014","208"
"5578","PU BJELOVARSKO-BILOGORSKA","2013","4","3","Kaznena djela protiv op�e sigurnosti","21","Dovo�enje u opasnost �ivota i imovine op�eopasnom radnjom ili sredstvom","215.1","125/11","2013-2014","215"
"5579","PU BJELOVARSKO-BILOGORSKA","2013","4","3","Kaznena djela protiv op�e sigurnosti","21","Dovo�enje u opasnost �ivota i imovine op�eopasnom radnjom ili sredstvom","215.3","125/11","2013-2014","215"
"5580","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv op�e sigurnosti","21","Uni�tenje ili o�te�enje za�titnih naprava na radu","217.1","125/11","2013-2014","217"
"5581","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv sigurnosti prometa","22","Obijesna vo�nja u cestovnom prometu","226.","144/12","2013-2014","226"
"5582","PU BJELOVARSKO-BILOGORSKA","2013","25","25","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.1","144/12","2013-2014","227"
"5583","PU BJELOVARSKO-BILOGORSKA","2013","11","11","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.2","144/12","2013-2014","227"
"5584","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.3","144/12","2013-2014","227"
"5585","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv sigurnosti prometa","22","Izazivanje prometne nesre�e u cestovnom prometu","227.4","144/12","2013-2014","227"
"5586","PU BJELOVARSKO-BILOGORSKA","2013","32","18","Kaznena djela protiv imovine","23","Kra�a","228.2","125/11","2013-2014","228"
"5587","PU BJELOVARSKO-BILOGORSKA","2013","243","67","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.1","125/11","2013-2014","229"
"5588","PU BJELOVARSKO-BILOGORSKA","2013","4","3","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.2","125/11","2013-2014","229"
"5589","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.5","125/11","2013-2014","229"
"5590","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.7","125/11","2013-2014","229"
"5591","PU BJELOVARSKO-BILOGORSKA","2013","1","0","Kaznena djela protiv imovine","23","Te�ka kra�a","229.1.10","125/11","2013-2014","229"
"5592","PU BJELOVARSKO-BILOGORSKA","2013","33","12","Kaznena djela protiv imovine","23","Te�ka kra�a","229.2","125/11","2013-2014","229"
"5593","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv imovine","23","Razbojni�tvo","230.1","125/11","2013-2014","230"
"5594","PU BJELOVARSKO-BILOGORSKA","2013","6","2","Kaznena djela protiv imovine","23","Razbojni�tvo","230.2","125/11","2013-2014","230"
"5595","PU BJELOVARSKO-BILOGORSKA","2013","3","2","Kaznena djela protiv imovine","23","Utaja","232.1","125/11","2013-2014","232"
"5596","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv imovine","23","Utaja","232.3","125/11","2013-2014","232"
"5597","PU BJELOVARSKO-BILOGORSKA","2013","4","4","Kaznena djela protiv imovine","23","Pronevjera","233.1","125/11","2013-2014","233"
"5598","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv imovine","23","Pronevjera","233.2","125/11","2013-2014","233"
"5599","PU BJELOVARSKO-BILOGORSKA","2013","5","5","Kaznena djela protiv imovine","23","Pronevjera","233.3","125/11","2013-2014","233"
"5600","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv imovine","23","Neovla�tena uporaba tu�e pokretne stvari","234.1","125/11","2013-2014","234"
"5601","PU BJELOVARSKO-BILOGORSKA","2013","5","5","Kaznena djela protiv imovine","23","Neovla�tena uporaba tu�e pokretne stvari","234.2","125/11","2013-2014","234"
"5602","PU BJELOVARSKO-BILOGORSKA","2013","15","8","Kaznena djela protiv imovine","23","O�te�enje tu�e stvari","235.1","125/11","2013-2014","235"
"5603","PU BJELOVARSKO-BILOGORSKA","2013","2","3","Kaznena djela protiv imovine","23","O�te�enje tu�e stvari","235.2","125/11","2013-2014","235"
"5604","PU BJELOVARSKO-BILOGORSKA","2013","29","26","Kaznena djela protiv imovine","23","Prijevara","236.1","125/11","2013-2014","236"
"5605","PU BJELOVARSKO-BILOGORSKA","2013","6","5","Kaznena djela protiv imovine","23","Prijevara","236.2","125/11","2013-2014","236"
"5606","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv imovine","23","Povreda tu�ih prava","241.1","144/12","2013-2014","241"
"5607","PU BJELOVARSKO-BILOGORSKA","2013","3","3","Kaznena djela protiv imovine","23","Iznuda","243.1","125/11","2013-2014","243"
"5608","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv imovine","23","Iznuda","243.3","125/11","2013-2014","243"
"5609","PU BJELOVARSKO-BILOGORSKA","2013","4","4","Kaznena djela protiv imovine","23","Prikrivanje","244.1","144/12","2013-2014","244"
"5610","PU BJELOVARSKO-BILOGORSKA","2013","16","16","Kaznena djela protiv gospodarstva","24","Zlouporaba povjerenja u gospodarskom poslovanju","246.2","125/11","2013-2014","246"
"5611","PU BJELOVARSKO-BILOGORSKA","2013","7","7","Kaznena djela protiv gospodarstva","24","Prijevara u gospodarskom poslovanju","247.1","125/11","2013-2014","247"
"5612","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv gospodarstva","24","Povreda obveze vo�enja trgova�kih i poslovnih knjiga","248.1","144/12","2013-2014","248"
"5613","PU BJELOVARSKO-BILOGORSKA","2013","6","6","Kaznena djela protiv gospodarstva","24","Utaja poreza ili carine","256.1","125/11","2013-2014","256"
"5614","PU BJELOVARSKO-BILOGORSKA","2013","4","4","Kaznena djela protiv gospodarstva","24","Nedozvoljena trgovina","264.1","125/11","2013-2014","264"
"5615","PU BJELOVARSKO-BILOGORSKA","2013","23","23","Kaznena djela krivotvorenja","26","Krivotvorenje isprave","278.1","125/11","2013-2014","278"
"5616","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela krivotvorenja","26","Krivotvorenje isprave","278.3","125/11","2013-2014","278"
"5617","PU BJELOVARSKO-BILOGORSKA","2013","6","6","Kaznena djela krivotvorenja","26","Krivotvorenje slu�bene ili poslovne isprave","279.1","125/11","2013-2014","279"
"5618","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela krivotvorenja","26","Krivotvorenje slu�bene ili poslovne isprave","279.2","125/11","2013-2014","279"
"5619","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela krivotvorenja","26","Ovjeravanje neistinitog sadr�aja","281.1","125/11","2013-2014","281"
"5620","PU BJELOVARSKO-BILOGORSKA","2013","25","25","Kaznena djela protiv slu�bene du�nosti","28","Zlouporaba polo�aja i ovlasti","291.2","144/12","2013-2014","291"
"5621","PU BJELOVARSKO-BILOGORSKA","2013","5","5","Kaznena djela protiv slu�bene du�nosti","28","Nezakonito pogodovanje","292.2","125/11","2013-2014","292"
"5622","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv slu�bene du�nosti","28","Primanje mita","293.1","125/11","2013-2014","293"
"5623","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv slu�bene du�nosti","28","Davanje mita","294.1","144/12","2013-2014","294"
"5624","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv pravosu�a","29","La�no prijavljivanje kaznenog djela","304.1","125/11","2013-2014","304"
"5625","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv pravosu�a","29","La�no prijavljivanje kaznenog djela","304.2","125/11","2013-2014","304"
"5626","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv pravosu�a","29","La�no prijavljivanje kaznenog djela","304.3","125/11","2013-2014","304"
"5627","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv pravosu�a","29","Davanje la�nog iskaza","305.2","125/11","2013-2014","305"
"5628","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv pravosu�a","29","Sprje�avanje dokazivanja","306.1","125/11","2013-2014","306"
"5629","PU BJELOVARSKO-BILOGORSKA","2013","4","4","Kaznena djela protiv javnog reda","30","Prisila prema slu�benoj osobi","314.2","144/12","2013-2014","314"
"5630","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv javnog reda","30","Napad na slu�benu osobu","315.1","144/12","2013-2014","315"
"5631","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv javnog reda","30","Napad na slu�benu osobu","315.2","144/12","2013-2014","315"
"5632","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv javnog reda","30","Napad na slu�benu osobu","315.4","144/12","2013-2014","315"
"5633","PU BJELOVARSKO-BILOGORSKA","2013","2","2","Kaznena djela protiv javnog reda","30","Protupravna naplata","323.1","125/11","2013-2014","323"
"5634","PU BJELOVARSKO-BILOGORSKA","2013","5","5","Kaznena djela protiv javnog reda","30","Protupravna naplata","323.2","125/11","2013-2014","323"
"5635","PU BJELOVARSKO-BILOGORSKA","2013","1","1","Kaznena djela protiv javnog reda","30","Zlo�ina�ko udru�enje","328.1","144/12","2013-2014","328"
"5636","PU BJELOVARSKO-BILOGORSKA","2013","26","26","Kaznena djela protiv �ivota i tijela","30","Nedozvoljeno posjedovanje, izrada i nabavljanje oru�ja i eksplozivnih tvari","331.1","125/11","2013-2014","331"
"5637","PU BJELOVARSKO-BILOGORSKA","2013","8","8","Kaznena djela protiv �ivota i tijela","30","Nedozvoljeno posjedovanje, izrada i nabavljanje oru�ja i eksplozivnih tvari","331.2","125/11","2013-2014","331"
"5638","PU BJELOVARSKO-BILOGORSKA","2013","1","0","Kaznena djela protiv �ivota i tijela","30","Povreda mira pokojnika","332.1","125/11","2013-2014","332"
"5639","PU BJELOVARSKO-BILOGORSKA","2013","3","3","OSTALO","0","OSTALO","OSTALO","N/A","2013-2014","OSTALO"
"5640","PU BRODSKO-POSAVSKA","2013","2","2","Kaznena djela protiv �ivota i tijela","10","Te�ko ubojstvo","111.1","144/12","2013-2014","111"
"5641","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv �ivota i tijela","10","Te�ko ubojstvo","111.2","144/12","2013-2014","111"
"5642","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv �ivota i tijela","10","Usmr�enje","112.1","125/11","2013-2014","112"
"5643","PU BRODSKO-POSAVSKA","2013","4","4","Kaznena djela protiv �ivota i tijela","10","Tjelesna ozljeda","117.1","144/12","2013-2014","117"
"5644","PU BRODSKO-POSAVSKA","2013","47","45","Kaznena djela protiv �ivota i tijela","10","Tjelesna ozljeda","117.2","144/12","2013-2014","117"
"5645","PU BRODSKO-POSAVSKA","2013","29","29","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda","118.1","144/12","2013-2014","118"
"5646","PU BRODSKO-POSAVSKA","2013","3","3","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda","118.2","144/12","2013-2014","118"
"5647","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv �ivota i tijela","10","Osobito te�ka tjelesna ozljeda","119.2","144/12","2013-2014","119"
"5648","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv �ivota i tijela","10","Te�ka tjelesna ozljeda iz nehaja","121.1","125/11","2013-2014","121"
"5649","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv osobne slobode","13","Otmica","137.1","144/12","2013-2014","137"
"5650","PU BRODSKO-POSAVSKA","2013","1","0","Kaznena djela protiv osobne slobode","13","Prijetnja","139.1","144/12","2013-2014","139"
"5651","PU BRODSKO-POSAVSKA","2013","103","98","Kaznena djela protiv osobne slobode","13","Prijetnja","139.2","144/12","2013-2014","139"
"5652","PU BRODSKO-POSAVSKA","2013","8","8","Kaznena djela protiv osobne slobode","13","Prijetnja","139.3","144/12","2013-2014","139"
"5653","PU BRODSKO-POSAVSKA","2013","2","2","Kaznena djela protiv osobne slobode","13","Prijetnja","139.4","144/12","2013-2014","139"
"5654","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv osobne slobode","13","Nametljivo pona�anje","140.1","125/11","2013-2014","140"
"5655","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv osobne slobode","13","Nametljivo pona�anje","140.2","125/11","2013-2014","140"
"5656","PU BRODSKO-POSAVSKA","2013","2","2","Kaznena djela protiv spolne slobode","16","Silovanje","153.1","125/11","2013-2014","153"
"5657","PU BRODSKO-POSAVSKA","2013","3","3","Kaznena djela protiv spolne slobode","16","Bludne radnje","155.1","125/11","2013-2014","155"
"5658","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv spolne slobode","16","Bludne radnje","155.2","125/11","2013-2014","155"
"5659","PU BRODSKO-POSAVSKA","2013","1","0","Kaznena djela protiv spolne slobode","16","Spolno uznemiravanje","156.2","125/11","2013-2014","156"
"5660","PU BRODSKO-POSAVSKA","2013","6","6","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Spolna zlouporaba djeteta mla�eg od petnaest godina","158.2","144/12","2013-2014","158"
"5661","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Zadovoljenje pohote pred djetetom mla�im od petnaest godina","160.1","125/11","2013-2014","160"
"5662","PU BRODSKO-POSAVSKA","2013","6","6","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Podvo�enje djeteta","162.1","125/11","2013-2014","162"
"5663","PU BRODSKO-POSAVSKA","2013","2","2","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Podvo�enje djeteta","162.2","125/11","2013-2014","162"
"5664","PU BRODSKO-POSAVSKA","2013","3","3","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Iskori�tavanje djece za pornografiju","163.2","144/12","2013-2014","163"
"5665","PU BRODSKO-POSAVSKA","2013","18","18","Kaznena djela spolnog zlostavljanja i iskori�tavanja djeteta","17","Iskori�tavanje djece za pornografiju","163.3","144/12","2013-2014","163"
"5666","PU BRODSKO-POSAVSKA","2013","7","7","Kaznena djela protiv braka, obitelji i djece","18","Povreda du�nosti uzdr�avanja","172.1","125/11","2013-2014","172"
"5667","PU BRODSKO-POSAVSKA","2013","67","67","Kaznena djela protiv braka, obitelji i djece","18","Povreda du�nosti uzdr�avanja","172.2","125/11","2013-2014","172"
"5668","PU BRODSKO-POSAVSKA","2013","2","2","Kaznena djela protiv braka, obitelji i djece","18","Neprovo�enje odluke za za�titu dobrobiti djeteta","173.1","144/12","2013-2014","173"
"5669","PU BRODSKO-POSAVSKA","2013","17","17","Kaznena djela protiv braka, obitelji i djece","18","Neprovo�enje odluke za za�titu dobrobiti djeteta","173.2","144/12","2013-2014","173"
"5670","PU BRODSKO-POSAVSKA","2013","15","15","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.1","144/12","2013-2014","177"
"5671","PU BRODSKO-POSAVSKA","2013","3","3","Kaznena djela protiv braka, obitelji i djece","18","Povreda djetetovih prava","177.2","144/12","2013-2014","177"
"5672","PU BRODSKO-POSAVSKA","2013","9","8","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.1","144/12","2013-2014","190"
"5673","PU BRODSKO-POSAVSKA","2013","20","20","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.2","144/12","2013-2014","190"
"5674","PU BRODSKO-POSAVSKA","2013","5","5","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.3","144/12","2013-2014","190"
"5675","PU BRODSKO-POSAVSKA","2013","2","2","Kaznena djela protiv zdravlja ljudi","19","Neovla�tena proizvodnja i promet drogama","190.6","144/12","2013-2014","190"
"5676","PU BRODSKO-POSAVSKA","2013","5","5","Kaznena djela protiv zdravlja ljudi","19","Omogu�avanje tro�enja droga","191.1","144/12","2013-2014","191"
"5677","PU BRODSKO-POSAVSKA","2013","1","1","Kaznena djela protiv zdravlja ljudi","19","Omogu�avanje tro�enja droga","191.2","144/12","2013-2014","191"
